sample_id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,is_active0,is_active1,is_active2,is_active3,is_active4,is_active5,is_active6,is_active7,is_active8,is_active9,is_active10,is_active11,is_active12,is_active13,is_active14,is_active15,is_active16,is_active17,is_active18,is_active19,is_active20,is_active21,is_active22,is_active23,f0,f1,cv,is_feasible
870,2.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.45167861599475145,0.5259355464950204,0.27985562663525343,0.47902150079607964,0.869454457424581,0.5450067697092891,0.8825001567602158,0.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,-4.141948062761943,56.06848390895452,0.0,True
871,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6950282584875822,0.2196322400122881,0.5,0.8196297669783235,0.017383532598614693,0.5,0.21353016700595617,0.5,0.5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,-3.837209959309134,36.022379006141044,0.0,True
872,2.0,2.0,2.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,35.0,29.0,2.0,0.6703301267698407,0.789619785733521,0.3466627588495612,0.7087698513641953,0.876549375243485,0.32933383993804455,0.7427750136703253,0.2786194020882249,0.5710996706038713,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,-10.560851454961771,77.89400159020106,0.0,True
873,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4134318735450506,0.4560376685112715,0.8013054663315415,0.1172422431409359,0.5,0.5,0.4116963529959321,0.5,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,-3.5881745320250853,33.82053861358004,0.0,True
874,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.05235425755381584,0.7200780473649502,0.5,0.7771307751536369,0.5,0.5,0.9769359221681952,0.6295830234885216,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,False,-3.746212353884003,45.45067186292864,0.0,True
875,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8092572828754783,0.026572181843221188,0.5,0.4277408393099904,0.5,0.5,0.17715588212013245,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,-3.4673953508291566,28.718604343725115,0.0,True
876,2.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,10.0,0.0,0.8918137513101101,0.5745552042499185,0.5,0.26014016941189766,0.7396852541714907,0.4330220129340887,0.8301944183185697,0.5490138372406363,0.45116168074309826,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,-7.964768352839335,65.95742238521402,0.0,True
877,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14846119191497564,0.17792386002838612,0.5,0.9137409487739205,0.40520746912807226,0.6114588947966695,0.01473912037909031,0.5,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,-3.8239180067982215,44.546761976772025,0.0,True
878,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2605009125545621,0.8804551064968109,0.6597599610686302,0.19182502198964357,0.5,0.5,0.5653290264308453,0.5,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,-3.5739655239814083,36.991340174114384,0.0,True
879,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5038506146520376,0.5,0.5,0.6031660586595535,0.7999858725816011,0.13959396723657846,0.2811742601916194,0.5,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,-3.6706583946174223,39.220579045212766,0.0,True
880,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.542133498005569,0.9302704269066453,0.7616127990186214,0.4470535237342119,0.5,0.5,0.08317817561328411,0.39474579598754644,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,-3.708174082942571,47.22542593927089,0.0,True
881,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2832818180322647,0.5,0.5,0.8476638263091445,0.5,0.5,0.757953898049891,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-3.462169217098597,27.695446465147867,0.0,True
882,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.17267734743654728,0.5,0.5,0.007597181014716625,0.5,0.5,0.31820405181497335,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-3.499720401513563,17.663529661202194,0.0,True
883,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.9315337920561433,0.13598402868956327,0.5,0.6660693343728781,0.14239758159965277,0.5,0.5242879614233971,0.2083910098299384,0.2985959453508258,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,True,-7.066370814794916,47.24217902806815,0.0,True
884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7699949983507395,0.7151600467041135,0.5,0.5219022473320365,0.5,0.5,0.49966752249747515,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,-3.488478680585155,32.35984194818597,0.0,True
885,2.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02859585825353861,0.037336191162467,0.8887683609500527,0.18324304558336735,0.8212557705119252,0.36699060909450054,0.6588189322501421,0.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,-3.9721907945774815,53.22669654057895,0.0,True
886,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,46.0,25.0,0.3901931969448924,0.771106231957674,0.19778316747397184,0.9613128136843443,0.6393135758116841,0.5,0.23371588066220284,0.2839125767350197,0.12803401798009872,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,-7.377809052580474,61.97954932193463,0.0,True
887,2.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,17.0,5.0,0.0,0.6315894722938538,0.48433399852365255,0.5,0.36491383146494627,0.4738409221172333,0.8858627919107676,0.9241735739633441,0.9942425871267915,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,-7.9372653865247225,66.79259502496686,0.0,True
888,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7337689055129886,0.5,0.5,0.22571274172514677,0.6146711697801948,0.5,0.39101855643093586,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,-3.734081415543981,32.15733245450177,0.0,True
889,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.47491728514432907,0.21671127807348967,0.7193478504195809,0.5731531362980604,0.2802234012633562,0.5,0.7006171168759465,0.0006280401721596718,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,-7.075402119809263,50.85753091739178,0.0,True
890,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.1138544399291277,0.9827199811115861,0.5,0.2902177218347788,0.5,0.5,0.12559812795370817,0.3144261399284005,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,False,-3.7618042513132606,38.732361701674044,0.0,True
891,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.8727108249440789,0.2696828041225672,0.9867581995204091,0.8797886362299323,0.9249998619779944,0.5,0.9663904048502445,0.8997637778520584,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,-7.502846426952838,69.6819692874046,0.0,True
892,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,5.0,0.0,0.9533597100526094,0.8157127685844898,0.5,0.8051941599696875,0.7515048682689667,0.9601272828876972,0.05750781390815973,0.4916731473058462,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,-7.567006710565459,67.91601803712572,0.0,True
893,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2119605103507638,0.5,0.5,0.3958026645705104,0.5,0.5,0.8514821212738752,0.7967316275462508,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,-3.4171758703883053,28.07858928598091,0.0,True
894,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,2.0,0.0,0.32401598524302244,0.6352691696956754,0.8667518943548203,0.740765473805368,0.41825756151229143,0.2929397225379944,0.2911098673939705,0.6079335873946548,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,-7.551513175841679,62.42472213705123,0.0,True
895,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5654123201966286,0.1102814581245184,0.5,0.089121388271451,0.5,0.5,0.6162759875878692,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,-3.643852743021876,27.055355898009353,0.0,True
896,2.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5692175030708313,0.9026237251237035,0.6216984046623111,0.6571846101433039,0.44517424050718546,0.13082299288362265,0.13905194215476513,0.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,-3.8295432464690036,55.410132143359576,0.0,True
897,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.32794711273163557,0.3497351985424757,0.5,0.012926503084599972,0.5,0.5,0.9564594039693475,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,-3.844097387915114,25.925363567263613,0.0,True
898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2159106070175767,0.5,0.5,0.8583790166303515,0.5,0.5,0.4048776840791106,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-3.312065689221868,22.40586193581566,0.0,True
899,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.9571762327104807,0.5,0.5,0.440625948831439,0.0014827782288193703,0.5,0.6909865215420723,0.3585892850533128,0.4756169943138957,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,-4.599695697066441,43.21711355107803,0.0,True
900,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.868882873095572,0.742688194848597,0.17096363008022308,0.37433213647454977,0.5,0.5,0.2860407652333379,0.5,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,-3.4822134116807475,36.812639763402764,0.0,True
901,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.10991580225527287,0.5,0.5,0.9556635338813066,0.9615606917068362,0.5,0.6190734971314669,0.46259976737201214,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,-4.0125880647232615,44.07795532564767,0.0,True
902,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,39.0,18.0,0.4709899574518204,0.7981470227241516,0.4355357252061367,0.1732140239328146,0.5,0.5,0.05088898912072182,0.14935134164988995,0.08380268514156342,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,-3.8440177454832365,47.58347328391305,0.0,True
903,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,42.0,0.0,0.729959893040359,0.4483830211684108,0.5,0.5279183117672801,0.5,0.5,0.8526211930438876,0.562793000601232,0.5959288766607642,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,True,-3.6993689426364025,52.87278974627621,0.0,True
904,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.6275821104645729,0.5,0.5,0.8887800453230739,0.5,0.5,0.32339528389275074,0.8460143711417913,0.844733570702374,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,-3.668940806809374,41.67455476398611,0.0,True
905,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.3863116605207324,0.5,0.5,0.284995099529624,0.3893088437616825,0.5361998053267598,0.5216125817969441,0.43256699200719595,0.3348794672638178,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,-4.09263495743337,47.542033631496146,0.0,True
906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.024733499623835087,0.9478742899373174,0.5,0.5625751484185457,0.5,0.5,0.0896749896928668,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,-3.456990566642548,28.707042737363185,0.0,True
907,1.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.7659991849213839,0.2978136818856001,0.629921043291688,0.23227753397077322,0.784573339857161,0.5,0.7566928155720234,0.5342325177043676,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,-7.138698192964594,59.352395071027146,0.0,True
908,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.9355181464925408,0.8511795699596405,0.7676828457042575,0.07981002144515514,0.5,0.5,0.2203840771690011,0.0753760039806366,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,-3.9523737802364374,48.07668531582349,0.0,True
909,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.17655113525688648,0.40424348693341017,0.31680905539542437,0.746521676890552,0.5,0.5,0.9342265855520964,0.6460423180833459,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,False,-3.7338373362119173,45.525401026839795,0.0,True
910,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.28716718405485153,0.5,0.5,0.4059691419824958,0.30871459376066923,0.5,0.4856862649321556,0.9578259000554681,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,-4.056700534878453,36.52643034557069,0.0,True
911,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,17.0,5.0,0.0,0.5461370600387454,0.08226090855896473,0.5,0.7993155363947153,0.585453337058425,0.05037134978920221,0.6683273976668715,0.262157678604126,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,False,-7.307769900963641,54.828979615053015,0.0,True
912,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.507732106372714,0.5,0.5,0.1426543965935707,0.04993323516100645,0.5,0.975214147940278,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,-3.899713347601464,28.811353921060842,0.0,True
913,1.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2645083488896489,0.10273357760161161,0.5,0.5623565437272191,0.836666276678443,0.5,0.18319392669945955,0.5,0.5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,-3.833505619751035,37.05693246482481,0.0,True
914,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.15245705004781485,0.8384603196755052,0.5,0.33995089773088694,0.6551531758159399,0.5,0.7406212268397212,0.5,0.5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,False,False,-4.021248950657062,42.49816382077671,0.0,True
915,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.8956760354340076,0.5,0.5,0.9861661903560162,0.4897413356229663,0.5,0.4174072854220867,0.6664867848157883,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,-4.491664070167875,47.97445850045662,0.0,True
916,2.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8053835397586226,0.9917651303112507,0.5,0.8258898602798581,0.32009731605648994,0.5037882151082158,0.5743216061964631,0.5,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,-3.9317377172296086,55.27026702455411,0.0,True
917,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.04836982861161232,0.2636445825919509,0.5,0.46923649311065674,0.5433089518919587,0.5,0.26667522452771664,0.5282984441146255,0.5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,False,-6.986482798067346,44.34805142561975,0.0,True
918,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,13.0,0.4094282668083906,0.5609109746292233,0.10342695191502571,0.6286391355097294,0.9785398924723268,0.5,0.8407023847103119,0.8414537077769637,0.4168275287374854,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,-7.602000233783077,69.68762422576653,0.0,True
919,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6664448352530599,0.5,0.5,0.045350552536547184,0.1265598125755787,0.8032022882252932,0.0018641939386725426,0.3799029942601919,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,-4.247689236958637,37.75032007826605,0.0,True
920,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0.6910971757024527,0.7619771594181657,0.5,0.4345498839393258,0.7673423392698169,0.5,0.5349923726171255,0.1631777873262763,0.5,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,False,-7.1381667607423065,50.80794578308745,0.0,True
921,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.44787335861474276,0.4903951082378626,0.5663598161190748,0.7667970545589924,0.5,0.5,0.37388878408819437,0.5,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,-3.4986727109111557,34.67700447386747,0.0,True
922,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,3.0,0.08627948071807623,0.6929227188229561,0.2572525031864643,0.11226387321949005,0.5,0.5,0.7999836644157767,0.81142851524055,0.4477927638217807,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,-3.9088438031323873,51.40516715433334,0.0,True
923,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8294985257089138,0.5,0.5,0.718005527742207,0.7105608386918902,0.6772611839696765,0.10757188498973846,0.5,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,-3.724922587823756,43.5968712414339,0.0,True
924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9970183512195945,0.602087383158505,0.5,0.5970431827008724,0.5,0.5,0.8840998010709882,0.5,0.5,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,-3.567080674922735,36.882741570022226,0.0,True
925,2.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24000469967722893,0.1434327270835638,0.14109905529767275,0.20174723211675882,0.26438398007303476,0.15920626278966665,0.2073699925094843,0.5,0.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,-3.8365410908513287,41.18283383023543,0.0,True
926,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,20.0,15.0,0.3506059553474188,0.9074999876320362,0.9578958442434669,0.9192528994753957,0.5,0.5,0.650064792484045,0.017188377678394318,0.577854729257524,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,-3.8372536558616517,63.53448127664504,0.0,True
927,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.6076224641874433,0.5,0.5,0.25058453530073166,0.9096504338085651,0.5,0.44202870409935713,0.6965125286951661,0.11750156432390213,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,-4.206563440116837,45.08210201026288,0.0,True
928,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,16.0,0.6245647855103016,0.5685433270409703,0.19959796126931906,0.058146681636571884,0.5,0.5,0.7297017211094499,0.6028893897309899,0.835676159709692,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,-3.986185070383731,52.130617938276714,0.0,True
929,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.3659525429829955,0.5,0.5,0.6467412644997239,0.5,0.5,0.4279759582132101,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-3.3870181847401066,22.885752182287654,0.0,True
930,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.223124367184937,0.8906175754964352,0.46734399627894163,0.48976573068648577,0.9524795152246952,0.5,0.9958993941545486,0.5,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,-4.2935959890981605,52.05862975950397,0.0,True
931,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.9817318450659513,0.3648360213264823,0.883779657073319,0.8362302705645561,0.16092091146856546,0.5,0.162859751842916,0.7890914687886834,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,-7.403184866305362,62.8403989583023,0.0,True
932,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,41.0,17.0,0.8132989974692464,0.7841572323814034,0.5311775021255016,0.9728360334411263,0.5,0.5,0.8141577634960413,0.31850098725408316,0.2055986523628235,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,-3.891151362825052,62.27611216133826,0.0,True
933,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.07214680127799511,0.5,0.5,0.3221692331135273,0.8729843748733401,0.3824065485969186,0.028057743795216084,0.9048094656318426,0.5,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,-4.006710445619422,44.599000322607594,0.0,True
934,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.4640128053724766,0.7296911478042603,0.5,0.5411406904459,0.5,0.5,0.5793817369267344,0.718605300411582,0.8808861831203103,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,True,-3.6989902084724733,47.0543828485619,0.0,True
935,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7051678663119674,0.016959059052169323,0.5,0.1327260034158826,0.45330176316201687,0.8703858004882932,0.26196592673659325,0.5,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,-3.8441896231117267,44.29312226835707,0.0,True
936,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,9.0,7.0,0.0,0.683387752622366,0.9620701037347317,0.5,0.2708877073600888,0.5629444653168321,0.9503347901627421,0.7954003559425473,0.2865144144743681,0.17464658990502357,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,-8.458199235475346,68.49255387351045,0.0,True
937,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4247754504904151,0.2844294449314475,0.2881924007087946,0.9303361773490906,0.2928856946527958,0.5,0.11275040544569492,0.5,0.5,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,-3.827500780732273,40.426557730853006,0.0,True
938,1.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,50.0,11.0,0.03148890007287264,0.5165055217221379,0.5971871614456177,0.21428105607628822,0.23213684931397438,0.5,0.5610601715743542,0.6841851314529777,0.9749526577070355,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,-7.606755962172854,65.3705092708969,0.0,True
